"anuncio";"sku";"produto";"fornecedor";"status";"preco_anterior";"preco_verificado";"margem_verificada";"alvo";"pendencia"
"MLB7087427092";"VTK006496";"Amplificador Frahm Slim 2000 G6 120w RMS";"EVOLUSOM-PR";"ALVO_VALIDADO";"870";"875.63";"0.10000799424414421";"0.1";""
"MLB7087424240";"VTK005369";"Apresentador Sem Fio C3Tech AP-600";"EVOLUSOM-PR";"ALVO_VALIDADO";"129";"129";"0.07162790697674419";"0.07";""
"MLB7087422150";"VTK003620";"Encordoamento Para Violão .011 Custom Light Bronze Nanoweb 11027 Elixir";"BKR1";"ALVO_VALIDADO";"306.54";"323.43";"0.10002164301394428";"0.1";""
"MLB7087421362";"VTK003007";"Ventilador de Mesa Ventisol Turbo 6 40cm Bronze 220v";"BKR1";"ALVO_VALIDADO";"218.65";"237.4";"0.09999999999999999";"0.1";""
"MLB7087410758";"VTK003672";"Encordoamento Para Guitarra .009 Super Light Optiweb 19002 Elixir";"BKR1";"ALVO_VALIDADO";"224";"247.37";"0.10001212758216436";"0.1";""
"MLB7087410230";"VTK003230";"Secador de Cabelo Agratto Della SC01 1900W Preto 127v";"BKR1";"ALVO_VALIDADO";"165.96";"165.96";"0.07381296697999518";"0.07";""
"MLB7087408044";"VTK002110";"Multímetro Digital Hikari HM1100 Amarelo/Cinza";"EVOLUSOM-PR";"ALVO_VALIDADO";"115";"115";"0.08539130434782609";"0.07";""
"MLB7087153380";"VTK001145";"Mesa de Som Soundcraft MI-6 06 Canais USB";"EVOLUSOM-PR";"ALVO_VALIDADO";"1317";"1491.19";"0.15000100590803317";"0.15";""
"MLB7087149190";"VTK001048";"Cabo para Microfone Stereo AF(E) 2x0,14mm Tiaflex - RL / 100";"EVOLUSOM-PR";"ALVO_VALIDADO";"587.45";"623.28";"0.1000032088307021";"0.1";""
"MLB7087127710";"VTK000945";"Climatizador Ventisol CLIPRO 35L Branco/Cinza 127v";"BKR1";"ALVO_VALIDADO";"1226.88";"1374.62";"0.150005092316422";"0.15";""
"MLB7087121392";"VTK001126";"Mixer 3 Em 1 Agratto 700ml 127v";"BKR1";"ALVO_VALIDADO";"175";"175";"0.08148571428571429";"0.07";""
"MLB7087104498";"VTK001006";"Chaleira Elétrica Agratto Aroma 2,2 Litros Inox 127v";"BKR1";"ALVO_VALIDADO";"212.09";"224.53";"0.1000311762348016";"0.1";""
"MLB7087100620";"VTK000795";"Mangueira Látex 13 Metros KM215CV Verde Kepper";"EVOLUSOM-PR";"ALVO_VALIDADO";"142.83";"142.83";"0.08737660155429532";"0.07";""
"MLB7087039022";"VTK000405";"Pipoqueira Agratto Pop Cine Vermelha 127v";"BKR1";"ALVO_VALIDADO";"154";"162.63";"0.0700362786693722";"0.07";""
"MLB7087032866";"VTK000303";"Ventilador de Mesa Ventisol Turbo 6 50cm Preto 220v";"BKR1";"ALVO_VALIDADO";"311.38";"339.25";"0.1000147383935151";"0.1";""
"MLB7087031006";"VTK000258";"Pistola de Cola Quente Profissional 100W Bivolt HPC-100 Cinza Hikari";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.51";"136.51";"0.09926012746318952";"0.07";""
"MLB7086990790";"VTK000372";"Ventilador de Mesa Ventisol Turbo 6 40cm Bronze 127v";"BKR1";"ALVO_VALIDADO";"218.65";"237.4";"0.09999999999999999";"0.1";""
"MLB7086978284";"VTK000374";"Ventilador de Mesa Ventisol Turbo 6 50cm Preto 127v";"BKR1";"ALVO_VALIDADO";"287.84";"310.95";"0.10001607975558773";"0.1";""
"MLB7086975852";"VTK000278";"Pistola de Cola Quente Profissional 150W Bivolt HPC150 Cinza Hikari";"EVOLUSOM-PR";"ALVO_VALIDADO";"155.87";"155.88";"0.07005388760585066";"0.07";""
"MLB7086772614";"VTK000029";"Encordoamento Para Guitarra .009 Super Light Nanoweb 12002 Elixir";"BKR1";"ALVO_VALIDADO";"214.3";"226.89";"0.10000440742209883";"0.1";""
"MLB4842212867";"VTK005472";"Conversor Giga USB Para Rj-45 Ethernet Storm";"BKR1";"ALVO_VALIDADO";"156.23";"156.23";"0.08173846252320298";"0.07";""
"MLB4842210865";"VTK003874";"Cabo XLR Macho x XLR Fêmea 6,10m Ninja LW B Santo Angelo";"EVOLUSOM-PR";"ALVO_VALIDADO";"137.66";"137.66";"0.11245096614848177";"0.07";""
"MLB4842207521";"VTK001920";"Encordoamento Para Guitarra .010 Light Nanoweb 12052 Elixir";"BKR1";"ALVO_VALIDADO";"222.95";"236.69";"0.10000422493556974";"0.1";""
"MLB4842188165";"VTK001719";"Arandela 6"" JBL 6CO1Q 25W Quadrada Branca - PAR / 2";"EVOLUSOM-PR";"ALVO_VALIDADO";"572.64";"607.28";"0.10000329337373205";"0.1";""
"MLB4842179537";"VTK000678";"Ventilador de Teto Ventisol Mistral 3 Pás Preto Bivolt";"EVOLUSOM-PR";"ALVO_VALIDADO";"340";"360.56";"0.10001109385400489";"0.1";""
"MLB4842179487";"VTK000672";"Ventilador de Teto Ventisol Wind 3 Pás Branco Bivolt";"BKR1";"ALVO_VALIDADO";"337.21";"356.2";"0.09999999999999999";"0.1";""
"MLB4842111899";"VTK001460";"Amplificador Frahm Slim 4100 Optical G5 300w Rms";"EVOLUSOM-PR";"ALVO_VALIDADO";"1690";"1941.96";"0.15000308966199097";"0.15";""
"MLB4842102367";"VTK001198";"Encordoamento Para Violão Aço .012 Médio Leve Earthwood 2146 Ernie Ball";"BKR1";"ALVO_VALIDADO";"114";"116.61";"0.07006260183517708";"0.07";""
"MLB4842093063";"VTK001281";"Mesa de Som Soundcraft MI-12 12 Canais USB";"EVOLUSOM-PR";"ALVO_VALIDADO";"2533";"2853.02";"0.15000245354045888";"0.15";""
"MLB4842080135";"VTK001265";"Chaleira Elétrica Agratto Aroma 2,2 Litros Inox 220v";"BKR1";"ALVO_VALIDADO";"212.09";"247.8";"0.1";"0.1";""
"MLB4842076103";"VTK001171";"Encordoamento Para Guitarra .010 Light Optiweb 19052 Elixir";"BKR1";"ALVO_VALIDADO";"233.49";"247.37";"0.10001212758216436";"0.1";""
"MLB4842017311";"VTK000739";"Mangueira Látex 18 Metros KM222CV Verde Kepper";"EVOLUSOM-PR";"ALVO_VALIDADO";"146.24";"146.24";"0.07556072210065645";"0.07";""
"MLB4842011317";"VTK000550";"Kit Teclado e Mouse C3tech K-W10 Sem Fio Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"95";"95";"0.0808421052631579";"0.07";""
"MLB4842009627";"VTK000474";"Suporte Para Notebook Com Cooler NBC-100BK C3Tech";"EVOLUSOM-PR";"ALVO_VALIDADO";"133.32";"133.33";"0.07005175129378234";"0.07";""
"MLB4842007827";"VTK000591";"Ventilador de Parede Ventisol New 50cm Preto 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"279";"312.94";"0.1000191730044098";"0.1";""
"MLB4841992283";"VTK000499";"Webcam C3Tech WB-100BK Full HD 1080P Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"163.75";"163.76";"0.07004152418172936";"0.07";""
"MLB4841991409";"VTK000453";"Ventilador de Coluna Ventisol Turbo 6 40cm Bronze 127v";"BKR1";"ALVO_VALIDADO";"267";"302.58";"0.1000066098221958";"0.1";""
"MLB4841983317";"VTK000398";"Apoio de Pés ABS Preto Multivisão";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.85";"141.85";"0.10814240394783221";"0.07";""
"MLB4841909841";"VTK000047";"Multímetro Digital Minipa ET-1002";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.09";"141.09";"0.10886668084201573";"0.07";""
"MLB4841871323";"VTK000169";"Encordoamento Para Violão .011 Custom Light Phosphor Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"295.14";"311.87";"0.10000961939269568";"0.1";""
"MLB7096954924";"VTK000763";"Smart TV Box Aquário STV3000 Plus";"EVOLUSOM-PR";"ALVO_VALIDADO";"379.16";"402.25";"0.10001243008079552";"0.1";""
"MLB7095391988";"VTK000474";"Suporte Para Notebook Com Cooler NBC-100BK C3Tech";"EVOLUSOM-PR";"ALVO_VALIDADO";"133.32";"133.33";"0.07005175129378234";"0.07";""
"MLB7095391390";"VTK001198";"Encordoamento Para Violão Aço .012 Médio Leve Earthwood 2146 Ernie Ball";"BKR1";"ALVO_VALIDADO";"114";"116.61";"0.07006260183517708";"0.07";""
"MLB7095391314";"VTK001460";"Amplificador Frahm Slim 4100 Optical G5 300w Rms";"EVOLUSOM-PR";"ALVO_VALIDADO";"1690";"1941.96";"0.15000308966199097";"0.15";""
"MLB7095390254";"VTK001920";"Encordoamento Para Guitarra .010 Light Nanoweb 12052 Elixir";"BKR1";"ALVO_VALIDADO";"222.95";"236.69";"0.10000422493556974";"0.1";""
"MLB7095339842";"VTK001171";"Encordoamento Para Guitarra .010 Light Optiweb 19052 Elixir";"BKR1";"ALVO_VALIDADO";"233.49";"247.37";"0.10001212758216436";"0.1";""
"MLB7095337574";"VTK003620";"Encordoamento Para Violão .011 Custom Light Bronze Nanoweb 11027 Elixir";"BKR1";"ALVO_VALIDADO";"306.54";"323.43";"0.10002164301394428";"0.1";""
"MLB7095328042";"VTK000398";"Apoio de Pés ABS Preto Multivisão";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.85";"141.85";"0.10814240394783221";"0.07";""
"MLB7095328008";"VTK000499";"Webcam C3Tech WB-100BK Full HD 1080P Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"163.75";"163.76";"0.07004152418172936";"0.07";""
"MLB7095327328";"VTK001281";"Mesa de Som Soundcraft MI-12 12 Canais USB";"EVOLUSOM-PR";"ALVO_VALIDADO";"2533";"2853.02";"0.15000245354045888";"0.15";""
"MLB7095325034";"VTK006496";"Amplificador Frahm Slim 2000 G6 120w RMS";"EVOLUSOM-PR";"ALVO_VALIDADO";"870";"875.63";"0.10000799424414421";"0.1";""
"MLB4847396967";"VTK001131";"Panela Elétrica de Arroz Agratto PA6X Riso 400W 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"169.17";"169.18";"0.07004374039484572";"0.07";""
"MLB4846402331";"VTK003672";"Encordoamento Para Guitarra .009 Super Light Optiweb 19002 Elixir";"BKR1";"ALVO_VALIDADO";"224";"247.37";"0.10001212758216436";"0.1";""
"MLB7101696424";"VTK002110";"Multímetro Digital Hikari HM1100 Amarelo/Cinza";"EVOLUSOM-PR";"ALVO_VALIDADO";"115";"115";"0.08539130434782609";"0.07";""
"MLB7101696360";"VTK005369";"Apresentador Sem Fio C3Tech AP-600";"EVOLUSOM-PR";"ALVO_VALIDADO";"129";"129";"0.07162790697674419";"0.07";""
"MLB7104387632";"VTK000374";"Ventilador de Mesa Ventisol Turbo 6 50cm Preto 127v";"BKR1";"ALVO_VALIDADO";"287.84";"310.95";"0.10001607975558773";"0.1";""
"MLB4852431659";"VTK000278";"Pistola de Cola Quente Profissional 150W Bivolt HPC150 Cinza Hikari";"EVOLUSOM-PR";"ALVO_VALIDADO";"155.87";"155.88";"0.07005388760585066";"0.07";""
"MLB6978727556";"VTK009685";"Banco Para Bateria Dt 2 New York";"VANRAL";"ALVO_VALIDADO";"268";"302.35";"0.10001653712584752";"0.1";""
"MLB4773129991";"VTK009685";"Banco Para Bateria Dt 2 New York";"VANRAL";"ALVO_VALIDADO";"268";"302.35";"0.10001653712584752";"0.1";""
"MLB7111713458";"VTK000473";"Pilha Alcalina 1,5V AA LR6 (C/6 Pilhas) Panasonic - CAR / 6";"BKR1";"ALVO_VALIDADO";"39.19";"42.84";"0.0700280112044818";"0.07";""
"MLB7111713346";"VTK012448";"Bateria Cr123a Lítio 3v Unidade Flex";"BKR1";"ALVO_VALIDADO";"41.28";"43.64";"0.0701191567369386";"0.07";""
"MLB7111712006";"VTK012354";"Pilha Auditiva Rayovac E.adv Act Tam13 Cart 6 Sm-60";"BKR1";"ALVO_VALIDADO";"69.55";"69.55";"0.23623292595255213";"0.07";""
"MLB7111711972";"VTK012044";"Pilha Alcalina Tipo D Elgin - Cartela Com 02 Unidades";"EVOLUSOM-PR";"ALVO_VALIDADO";"42.46";"42.47";"0.07016717683070403";"0.07";""
"MLB7111707586";"VTK012136";"Pilha Zinco Aa4 Rayovac Amarelinhas Tubo Com 48 Unidades";"BKR1";"ALVO_VALIDADO";"93.81";"93.81";"0.0700351774864087";"0.07";""
"MLB7111707254";"VTK012137";"Painel Para Multicabos Sem Conectores 8 Vias Xlr Wireconex";"BKR1";"ALVO_VALIDADO";"242.78";"263.06";"0.10001520565650421";"0.1";""
"MLB7111661162";"VTK012117";"Painel Para Multicabos Sem Conectores 12 Vias Xlr Wireconex";"BKR1";"ALVO_VALIDADO";"265.02";"284.6";"0.09999999999999999";"0.1";""
"MLB7111657656";"VTK012370";"Pandeiro Abs Preto 10"" Pele Leitosa - Fé Spanking";"BKR1";"ALVO_VALIDADO";"117";"117.66";"0.07003229644739078";"0.07";""
"MLB7111657614";"VTK012434";"Mini Ventilador 20cm Portátil 127v Preto Ventisol";"EVOLUSOM-PR";"ALVO_VALIDADO";"123.53";"123.53";"0.09479478669149195";"0.07";""
"MLB7111657602";"VTK012401";"Kit 10 Conectores P10 Mono Cachimbo Wc 1142 Wireconex";"BKR1";"ALVO_VALIDADO";"118";"118.39";"0.0700228059802348";"0.07";""
"MLB7111657598";"VTK012816";"Chicote 16 Vias Fêmea (fic) Storm 10 Unidades";"BKR1";"ALVO_VALIDADO";"125.58";"125.59";"0.0700692730312923";"0.07";""
"MLB7111657560";"VTK012287";"Cabo Para Microfone Balanceado Xlr Xlr 10 Metros Mcb-10 Kng Wireconex";"BKR1";"ALVO_VALIDADO";"122";"125.99";"0.07000555599650767";"0.07";""
"MLB7111657558";"VTK001779";"Limpador e Lubrificante Para Cordas PW-XLR8-01 Planet Waves";"BKR1";"ALVO_VALIDADO";"114";"118.61";"0.07006154624399293";"0.07";""
"MLB7111657532";"VTK012249";"Capa Teclado 5/8 Compacto Luxo - Nylon 600";"BKR1";"ALVO_VALIDADO";"117";"129.95";"0.0700269334359369";"0.07";""
"MLB7111657520";"VTK005557";"Alto-falantes 4"" Leson JB Flex 110w (PAR)";"BKR1";"ALVO_VALIDADO";"115";"124.87";"0.07007287579082246";"0.07";""
"MLB7111657482";"VTK012405";"Encordoamento 010""-052"" P/violão Aço Earthwood Rock And Blues Phosphor Bronze Ernie Ball P02151";"BKR1";"ALVO_VALIDADO";"122";"126.37";"0.07003244440927435";"0.07";""
"MLB7111657472";"VTK012534";"Cabo Para Microfone Emborrachado P10 Xlr 10 Metros Wireconex";"BKR1";"ALVO_VALIDADO";"129";"131.83";"0.07001441250094818";"0.07";""
"MLB7111657460";"VTK012280";"Bateria Alcalina 12v Panasonic Ct-10 Lr-v08-1bt";"BKR1";"ALVO_VALIDADO";"134.32";"134.33";"0.07005136603885952";"0.07";""
"MLB7111657444";"VTK012214";"Capa Guitarra Luxo - Nylon 600";"BKR1";"ALVO_VALIDADO";"126";"134.65";"0.07003341997772002";"0.07";""
"MLB7111657432";"VTK012511";"Encordoamento P/violão Aço Earthwood Extra Leve Phosphor Bronze Ernie Ball 010""-050"" P02150";"BKR1";"ALVO_VALIDADO";"128.98";"130.47";"0.07005441864030046";"0.07";""
"MLB7111657394";"VTK012134";"16 Pilhas Alcalinas Aa Duracell";"BKR1";"ALVO_VALIDADO";"170.18";"170.18";"0.19949465272064873";"0.07";""
"MLB7111657378";"VTK012247";"16 Pilhas Alcalinas Aaa Palito Duracell";"BKR1";"ALVO_VALIDADO";"134";"139";"0.07";"0.07";""
"MLB7111657194";"VTK001634";"Microfone Leson MC-200 Dinâmico Cardióide Prata";"BKR1";"ALVO_VALIDADO";"138.91";"151.42";"0.07000396248844275";"0.07";""
"MLB7111657184";"VTK012689";"Bateria Selada De Chumbo Vrla 12v 7ah Elgin";"BKR1";"ALVO_VALIDADO";"208.94";"208.94";"0.20087106346319517";"0.1";""
"MLB7111657164";"VTK004355";"Suporte Para Teclado 2020 Preto Saty";"BKR1";"ALVO_VALIDADO";"183.82";"183.82";"0.21085844848221086";"0.07";""
"MLB7111657114";"VTK012121";"Direct Box Passivo Wdi 500 Wireconex";"BKR1";"ALVO_VALIDADO";"164.45";"164.45";"0.07515962298570994";"0.07";""
"MLB7111657072";"VTK012562";"Correia Aco 01 Preto Basso";"BKR1";"ALVO_VALIDADO";"169.39";"169.39";"0.08524706299073145";"0.07";""
"MLB7111657038";"VTK002096";"Ventilador de Mesa Ventisol Turbo 6 30cm Preto/Cinza 127v";"BKR1";"ALVO_VALIDADO";"181";"191.52";"0.0700187969924812";"0.07";""
"MLB7111657006";"VTK012317";"Capa P/ Violão Folk Extra Bolso Cargo - Nylon 600 - Preto Bkr 1";"BKR1";"ALVO_VALIDADO";"184.29";"194.19";"0.07003450229157011";"0.07";""
"MLB7111656988";"VTK012648";"Capa Guitarra Extra Bolso Cargo - Nylon 600 Bege";"BKR1";"ALVO_VALIDADO";"184";"194.19";"0.07003450229157011";"0.07";""
"MLB7111656974";"VTK001744";"Encordoamento Violão Nylon Tensão Alta Pro-Arte Nylon Core EJ46 D Addario";"BKR1";"ALVO_VALIDADO";"213.99";"213.99";"0.1553343614187579";"0.1";""
"MLB7111656880";"VTK012553";"Painel Multicabo 28 Vias Sem Conector Medusa Wireconex";"BKR1";"ALVO_VALIDADO";"206.04";"222.08";"0.10000900576368876";"0.1";""
"MLB7111656796";"VTK012212";"Microfone Dinamico Wm16 Wireconex";"BKR1";"ALVO_VALIDADO";"211.98";"228.68";"0.10000874584572328";"0.1";""
"MLB7111656746";"VTK012572";"Kit Arandela Coaxial 6p 70w 8r Redonda Pt Leson";"BKR1";"ALVO_VALIDADO";"229.75";"250";"0.1";"0.1";""
"MLB7111656732";"VTK012665";"Liquidificador Turbo 15 Vermelho 3,2l 127v 1200w Agratto";"EVOLUSOM-PR";"ALVO_VALIDADO";"229";"234.57";"0.1000127893592531";"0.1";""
"MLB7111656714";"VTK012057";"Direct Box Passivo Dual Wdi 500.2 Wireconex";"BKR1";"IDENTIDADE_PENDENTE";"224.9";"242.56";"0.10001649076517151";"0.1";"BRAND: cadastro=Impedância Directbox Instrumentos, ML=Wireconex"
"MLB7111656664";"VTK012472";"Bateria 9v Zinco Caixa Com 50 Unidades Flex";"BKR1";"ALVO_VALIDADO";"260";"264.18";"0.1000075705958059";"0.1";""
"MLB7111656650";"VTK012756";"Ventilador Mesa Turbo 40cm 10p 220v Preto Ventisol";"BKR1";"ALVO_VALIDADO";"280.86";"308.83";"0.100022666191756";"0.1";""
"MLB7111656348";"VTK012815";"Cabo Hdmi 1.4 Com Filtro 25m Storm";"BKR1";"ALVO_VALIDADO";"274.82";"293.79";"0.10000340379182408";"0.1";""
"MLB7111656332";"VTK002431";"Microfone Vocal Leson SM58 P4BK Profissional Preto Fosco";"EVOLUSOM-PR";"ALVO_VALIDADO";"221.85";"221.85";"0.2018480955600631";"0.1";""
"MLB7111656322";"VTK003965";"Cafeteira Elétrica Agratto Thermo 25X Inox 127v";"BKR1";"ALVO_VALIDADO";"262.81";"284.63";"0.10002459333169378";"0.1";""
"MLB7111656302";"VTK005668";"Kit Arandela 6” Full Range Orion 55W RMS Quadrada Preta - PAR / 2";"BKR1";"ALVO_VALIDADO";"267.11";"290.18";"0.10000689227376111";"0.1";""
"MLB7111656272";"VTK012621";"Conector Combo Cannon E J10 De Plástico Storm 10 Unidades";"BKR1";"ALVO_VALIDADO";"283.21";"302.04";"0.10001986491855383";"0.1";""
"MLB7111656246";"VTK004174";"Microfone Profissional Dinâmico Leson LS7 Preto";"BKR1";"ALVO_VALIDADO";"271.06";"292.84";"0.1000204890042344";"0.1";""
"MLB7111656224";"VTK012537";"Alto-falante Profissional 150w 10 Pol 8 Ohms 10wf310b8 Atk";"BKR1";"ALVO_VALIDADO";"257";"291.85";"0.10001713208840157";"0.1";""
"MLB7111656214";"VTK012404";"Cordas 013 Medium 80/20 Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"273.74";"309.78";"0.10000645619471885";"0.1";""
"MLB7111656192";"VTK012805";"Painel Ac Nbr 20a 3 Metros Pac 420-3 Wireconex";"BKR1";"ALVO_VALIDADO";"297.95";"323.25";"0.10001546790409899";"0.1";""
"MLB7111656188";"VTK012500";"Painel Xlr 42 Entradas 2 Saídas Sem Conectores Wireconex";"BKR1";"ALVO_VALIDADO";"288.83";"309.86";"0.10001290905570256";"0.1";""
"MLB7111656164";"VTK012122";"Alto-falante 250w 12 Pol 4 Ohms Wf300500b4 Atk";"BKR1";"ALVO_VALIDADO";"289";"317.6";"0.09999999999999999";"0.1";""
"MLB7111656152";"VTK012138";"Alto-falante 250w 12 Pol 8 Ohms Wf300500b8 Atk";"BKR1";"ALVO_VALIDADO";"298.92";"322.26";"0.10001241233786383";"0.1";""
"MLB7111656132";"VTK012753";"Ventilador Coluna Turbo 50cm 6p 220v Preto Ventisol";"BKR1";"ALVO_VALIDADO";"331.11";"361.06";"0.1000110784911095";"0.1";""
"MLB7111656118";"VTK000053";"Encordoamento Para Violão .012 Light Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"308.75";"326.05";"0.10001533507130808";"0.1";""
"MLB7111656054";"VTK012796";"Calculadora Compacta Com Bobina 12 Digitos Ma-5111 Elgin";"BKR1";"ALVO_VALIDADO";"333.38";"359.34";"0.10001669727834363";"0.1";""
"MLB7111656034";"VTK012709";"Cabo Hdmi 1.4 Com Filtro 30m Storm";"BKR1";"ALVO_VALIDADO";"371.89";"396.33";"0.10001766204930236";"0.1";""
"MLB7111656028";"VTK001646";"Encordoamento Baixo 5 Cordas .045-.130 XL Nickel EXL170-5 D Addario";"BKR1";"ALVO_VALIDADO";"335.44";"358.77";"0.10000836190316917";"0.1";""
"MLB7111656016";"VTK012806";"Painel Ac Nbr 20a 5 Metros Pac 420-5 Wireconex";"BKR1";"ALVO_VALIDADO";"357.61";"387.29";"0.10000258204446279";"0.1";""
"MLB7111655982";"VTK012348";"Fone De Ouvido W800bt Plus Preto Edifier";"BKR1";"ALVO_VALIDADO";"372.71";"402.84";"0.10001489425081919";"0.1";""
"MLB7111655956";"VTK012622";"Ventilador De Teto Legacy Led 3p Bivolt Branco Ventisol";"BKR1";"ALVO_VALIDADO";"409.8";"434.17";"0.10000690973581777";"0.1";""
"MLB7111655888";"VTK012349";"Fone De Ouvido W800bt Pro Preto Edifier";"BKR1";"ALVO_VALIDADO";"497.06";"535.19";"0.10000186849530072";"0.1";""
"MLB7111655878";"VTK012556";"Crossover Ativo Mark Audio Ep220 Corte Fixo 2 Vias - Ep 220";"BKR1";"ALVO_VALIDADO";"487";"535.17";"0.10000560569538652";"0.1";""
"MLB7111655860";"VTK012322";"Microfone Dinamico Wm58 Wireconex";"BKR1";"ALVO_VALIDADO";"536.07";"572.99";"0.10000174523115586";"0.1";""
"MLB7111655832";"VTK012378";"Carregador Panasonic Eneloop Pro Bq-cc87";"BKR1";"ALVO_VALIDADO";"566.82";"609.06";"0.1000065674974551";"0.1";""
"MLB7111655810";"VTK012385";"Caixa Multiuso Amplificada 6 Polegadas 15 W Rms - Voxstorm Vsu100 Usb";"BKR1";"ALVO_VALIDADO";"593";"668.29";"0.10000149635637223";"0.1";""
"MLB7111655796";"VTK012705";"Calculadora Impressão 12 Dígitos Lp25 Bivolt Procalc";"EVOLUSOM-PR";"ALVO_VALIDADO";"577";"596.54";"0.1000100580011399";"0.1";""
"MLB7111655774";"VTK012634";"Alto-falante 600w 12 Pol 4 Ohms Wf3001200b4 Atk";"BKR1";"ALVO_VALIDADO";"599";"659.57";"0.10000454841790862";"0.1";""
"MLB7111655726";"VTK012376";"Calculadora Com Bobina 12 Digitos Cr Mr-6124 Elgin";"BKR1";"ALVO_VALIDADO";"769.12";"788.96";"0.10000506996552423";"0.1";""
"MLB7111655720";"VTK012659";"Calculadora Impressão 12 Dígitos Lp45 Bivolt Procalc";"BKR1";"ALVO_VALIDADO";"777.87";"797.86";"0.10000501341087409";"0.1";""
"MLB7111655700";"VTK012455";"Caixa De Som R1000t4 Preta Edifier";"BKR1";"ALVO_VALIDADO";"981.68";"1140.55";"0.15000657577484547";"0.15";""
"MLB7111655688";"VTK012646";"Guitarra Eletrica Sts100 Css Fosco Strinberg";"BKR1";"ALVO_VALIDADO";"1113.27";"1245.36";"0.15000481788398537";"0.15";""
"MLB7111655680";"VTK002564";"Guitarra Strinberg STS100 Preta";"BKR1";"ALVO_VALIDADO";"1074.91";"1195.38";"0.15000250966219947";"0.15";""
"MLB7111655668";"VTK006461";"Climatizador Ventisol CLIPRO 60L Branco/Cinza 127v";"BKR1";"ALVO_VALIDADO";"1290";"1485.9";"0.15000336496399486";"0.15";""
"MLB7111655642";"VTK012578";"Microfone Condensador At2020 Audiotechnica";"BKR1";"ALVO_VALIDADO";"1170";"1349.02";"0.15000518895197998";"0.15";""
"MLB7111655632";"VTK012485";"Caixa De Som R1280t Marrom Edifier";"BKR1";"ALVO_VALIDADO";"1149";"1378.85";"0.15000181310512387";"0.15";""
"MLB7111655614";"VTK012486";"Caixa De Som R1280t Preta Edifier";"BKR1";"ALVO_VALIDADO";"1170";"1359.11";"0.15000257521466256";"0.15";""
"MLB7111655568";"VTK012785";"Cabeçote Autoamplificado 250w Rms Pm4 800 Mark Audio";"BKR1";"ALVO_VALIDADO";"1166";"1368.8";"0.15";"0.15";""
"MLB7111655208";"VTK012661";"Audio Pro M8 - Mixer Mark Audio 8 Canais";"BKR1";"ALVO_VALIDADO";"1241.3";"1436.83";"0.1500038278710773";"0.15";""
"MLB7111654940";"VTK012638";"Amplificador Para Guitarra 10 Pol 40w Vosstorm Gx-10";"BKR1";"ALVO_VALIDADO";"1500";"1769.11";"0.1500019783959166";"0.15";""
"MLB7111654930";"VTK012662";"Audio Pro M12 - Mixer Mark Audio 12 Canais";"BKR1";"ALVO_VALIDADO";"1559.33";"1801.09";"0.1500036089257061";"0.15";""
"MLB7111654922";"VTK012435";"Caixa De Som R1700bt Madeira Edifier";"BKR1";"ALVO_VALIDADO";"1770";"1984.79";"0.15000075574745944";"0.15";""
"MLB7111654916";"VTK012761";"Caixa De Som R1700bt Preta Edifier";"BKR1";"ALVO_VALIDADO";"1770";"1984.79";"0.15000075574745944";"0.15";""
"MLB7111654900";"VTK012780";"Bumper Line Array Vmk6 Mark Audio";"BKR1";"ALVO_VALIDADO";"1670";"1948.84";"0.15000205250302745";"0.15";""
"MLB7111654802";"VTK012760";"Toca Discos Automático Atlp60x Preto Audiotechnica";"BKR1";"ALVO_VALIDADO";"1990";"2284.45";"0.1500010943553153";"0.15";""
"MLB7111654764";"VTK012706";"Amplificador Para Guitarra 12 Pol 100w Vosstorm Gx-12";"BKR1";"ALVO_VALIDADO";"1989";"2340.85";"0.150001067988124";"0.15";""
"MLB7111654754";"VTK012636";"Mesa Som 12 Canais Analógica Usb Cmx12 Mark Audio";"BKR1";"ALVO_VALIDADO";"2170";"2495.28";"0.1500032060530281";"0.15";""
"MLB7111654744";"VTK012557";"Amplificador Potência 600w Rms Mk3600 Mark Audio";"BKR1";"ALVO_VALIDADO";"2399";"2625.24";"0.15000152367021685";"0.15";""
"MLB7111654740";"VTK004555";"Violão Strinberg SD301HCR Folk Eletroacústico Tobacco Satin Com Bag";"BKR1";"ALVO_VALIDADO";"2570";"2953.1";"0.15000169313602657";"0.15";""
"MLB7111654728";"VTK012774";"Caixa De Som Passiva 15 Polegadas 300 W Rms - Attack Vrf1530";"BKR1";"ALVO_VALIDADO";"2699";"3156.11";"0.1500011089600806";"0.15";""
"MLB7111650726";"VTK003175";"Plug P10 Mono PGPZ0043 Storm - PCT / 10";"BKR1";"ALVO_VALIDADO";"63.03";"63.04";"0.07011421319796954";"0.07";""
